Is_CH,SCH_S,ADV_S,Expaned Energy,Data_Sent_To_BS,DATA_R,JOIN_R,JOIN_S,ADV_R,Rank,DATA_S,dist_CH_To_BS,Dist_To_CH,SCH_R,label
0,0,0,0.11826,0,0,0,1,5,13,68,0.0,36.98213,1,0
0,0,0,0.05406,0,0,0,1,4,1,30,0.0,20.63604,1,0
1,0,1,0.02479,0,0,0,0,26,0,0,0.0,0.0,0,2
0,0,0,0.05343,0,0,0,1,4,11,29,0.0,31.92918,1,0
0,0,0,0.05314,0,0,0,1,4,11,29,0.0,24.97326,1,0
0,0,0,0.03338,0,0,0,1,4,64,17,0.0,39.04831,1,0
0,0,0,0.13213,0,0,0,1,7,1,76,0.0,37.11947,1,0
0,0,0,0.238,0,0,0,1,7,4,144,0.0,13.53133,1,0
0,0,0,0.10971,0,0,0,1,7,4,62,0.0,41.83202,1,0
0,0,0,0.10569,0,0,0,1,7,1,60,0.0,37.56815,1,0
0,0,0,0.1842,0,0,0,1,7,7,111,0.0,9.4063,1,0
0,0,0,0.00108,0,136,0,1,16,0,0,0.0,47.35574,0,0
0,0,0,0.63464,13,351,0,0,0,0,13,136.03878,0.0,0,0
1,1,1,2.16338,19,882,0,0,8,0,0,157.32654,0.0,0,2
0,0,0,0.14287,0,0,0,1,4,12,85,0.0,19.21386,1,0
0,0,0,0.05092,0,0,0,1,6,25,27,0.0,21.03305,1,0
0,0,0,0.08557,0,0,0,1,27,4,48,0.0,15.92186,1,0
0,0,0,0.11398,0,0,0,1,5,1,65,0.0,37.85269,1,0
0,0,0,0.08677,0,0,0,1,8,19,48,0.0,49.28472,1,0
0,0,0,0.65501,0,0,0,1,4,1,90,0.0,19.67994,1,0
0,0,0,0.21786,0,0,0,1,3,4,131,0.0,16.11873,1,0
0,0,0,0.13063,0,0,0,1,5,1,76,0.0,27.81828,1,0
0,0,0,0.03524,0,0,0,1,2,17,21,0.0,28.70554,1,0
0,0,0,0.09909,0,0,0,1,5,10,57,0.0,31.46136,1,0
1,0,1,0.00964,5,0,0,0,25,0,0,0.0,0.0,0,2
0,0,0,0.02933,0,0,0,1,4,72,14,0.0,31.06307,1,0
0,0,0,1.09398,13,462,0,0,0,0,13,176.40744,0.0,0,0
0,0,0,0.67999,13,336,0,0,0,0,13,162.57678,0.0,0,0
0,0,0,0.04787,0,0,0,1,2,27,24,0.0,64.60685,1,0
0,0,0,0.10475,0,0,0,1,9,1,62,0.0,8.68776,1,0
0,0,0,0.06969,0,0,0,1,4,10,39,0.0,29.25447,1,0
0,0,0,0.07391,0,0,0,1,3,1,42,0.0,17.77454,1,0
0,0,0,0.15221,0,0,0,1,8,1,90,0.0,20.56106,1,0
1,11,1,0.01765,0,0,26,0,6,0,0,0.70713,0.0,0,4
1,1,1,2.10143,39,1258,7,0,3,0,0,165.38529,0.0,0,2
0,0,0,0.15978,0,0,0,1,5,1,0,0.0,20.87292,0,0
0,0,0,1.81307,0,0,0,1,27,21,0,0.0,31.22576,0,0
0,0,0,0.15372,0,0,0,1,6,3,85,0.0,58.24061,1,0
0,0,0,0.19692,0,0,0,1,6,1,111,0.0,55.54676,1,0
0,0,0,0.08359,0,0,0,1,4,1,48,0.0,21.76091,1,0
0,0,0,0.05907,0,0,0,1,3,19,33,0.0,22.43255,1,0
0,0,0,0.05603,0,0,0,1,4,1,30,0.0,35.26795,1,0
1,0,1,0.03693,0,0,0,0,27,0,0,0.0,0.0,0,2
0,0,0,0.10611,0,0,0,1,5,5,60,0.0,39.97546,1,0
1,0,1,0.00542,0,0,0,0,25,0,0,0.0,0.0,0,1
0,0,0,0.0748,0,0,0,1,5,1,43,0.0,3.10156,1,0
0,0,0,0.08761,0,0,0,1,5,1,49,0.0,38.49088,1,0
0,0,0,0.09221,0,0,0,1,5,11,55,0.0,40.09587,1,0
0,0,0,0.18667,0,0,0,1,6,1,111,0.0,25.80845,1,0
0,0,0,0.08903,0,0,0,1,4,1,51,0.0,24.31411,1,0
1,1,1,0.00629,0,412,2,0,9,0,0,0.0,0.0,0,1
0,0,0,0.26535,13,104,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.04598,0,0,0,1,2,6,24,0.0,38.19819,1,0
0,0,0,1.33662,13,767,0,0,3,10,13,147.07624,0.0,0,0
1,0,1,0.0115,0,4,0,0,5,0,0,0.0,0.0,0,1
0,0,0,0.08952,0,0,0,1,5,1,51,0.0,26.5975,1,0
0,0,0,0.15136,0,0,0,1,9,1,90,0.0,11.82019,1,0
0,0,0,0.21652,0,0,0,1,6,1,131,0.0,8.43684,1,0
1,32,1,0.00222,0,0,6,0,5,0,0,0.27359,0.0,0,4
0,0,0,0.08693,0,0,0,1,4,1,51,0.0,8.20221,1,0
0,0,0,0.07725,0,0,0,1,4,1,43,0.0,41.18515,1,0
1,36,1,0.00744,0,0,36,0,4,0,0,0.0,0.0,0,4
0,0,0,0.17287,0,0,0,1,6,1,103,0.0,17.32954,1,0
1,0,1,0.6462,13,0,0,0,26,0,0,119.01284,0.0,0,0
0,0,0,0.10042,0,0,0,1,7,15,57,0.0,37.75729,1,0
0,0,0,0.08807,0,0,0,1,2,21,51,0.0,24.48974,1,0
0,0,0,0.23977,0,0,0,1,8,2,144,0.0,18.89764,1,0
1,1,1,0.00724,0,1298,59,0,5,0,0,0.0,0.0,0,1
0,0,0,0.04715,0,0,0,1,3,13,25,0.0,35.40919,1,0
0,0,0,0.09804,0,0,0,1,6,1,55,0.0,47.36937,1,0
0,0,0,2.13525,0,0,0,1,5,1,120,0.0,12.013,1,0
0,0,0,0.23904,0,0,0,1,7,2,144,0.0,17.15717,1,0
0,0,0,1.58113,0,0,0,1,27,1,0,0.0,31.83916,1,0
1,0,1,0.00448,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.10584,0,0,0,1,6,1,0,0.0,9.17942,0,0
0,0,0,0.23788,0,0,0,1,8,2,144,0.0,5.05558,1,0
0,0,0,2.32371,0,0,0,1,3,14,37,0.0,13.52855,1,0
0,0,0,0.05756,0,0,0,1,4,17,32,0.0,21.39259,1,0
0,0,0,0.14228,0,0,0,1,3,1,85,0.0,14.65919,1,0
0,0,0,0.04018,0,0,0,1,4,9,20,0.0,52.31861,1,0
0,0,0,0.03662,0,0,0,1,2,22,19,0.0,15.15454,1,0
0,0,0,1.02889,13,570,0,0,0,0,13,155.41802,0.0,0,0
0,0,0,0.10505,0,0,0,1,6,19,60,0.0,39.76221,1,0
0,0,0,0.13859,0,0,0,1,5,2,76,0.0,59.57689,1,0
0,0,0,0.12966,0,0,0,1,9,1,76,0.0,25.43351,1,0
0,0,0,0.11791,0,0,0,1,7,8,68,0.0,34.0607,1,0
0,0,0,0.11681,0,0,0,1,8,4,68,0.0,27.50455,1,0
0,0,0,0.03388,0,0,0,1,2,6,17,0.0,23.35805,1,0
0,0,0,0.10761,0,0,0,1,9,5,62,0.0,30.71507,1,0
0,0,0,0.23049,13,117,0,0,0,0,13,124.47343,0.0,0,0
0,0,0,0.05567,0,0,0,1,3,5,28,0.0,66.9369,1,0
0,0,0,0.08419,0,0,0,1,4,13,49,0.0,2.9911,1,0
0,0,0,0.07354,0,0,0,1,3,8,42,0.0,11.38604,1,0
0,0,0,0.05249,0,0,0,1,3,39,26,0.0,64.87156,1,0
0,0,0,0.04853,0,0,0,1,3,20,26,0.0,34.93209,1,0
0,0,0,0.09477,0,0,0,1,4,18,53,0.0,47.27347,1,0
0,0,0,0.21915,0,0,0,1,11,4,131,0.0,24.22514,1,0
0,0,0,0.07347,0,0,0,1,6,11,42,0.0,11.3195,1,0
0,0,0,0.04155,0,0,0,1,2,9,21,0.0,47.84431,1,0
0,0,0,0.10558,0,0,0,1,8,1,48,0.0,20.56106,1,0
0,0,0,0.06593,0,0,0,1,5,32,38,0.0,4.65833,1,0
0,0,0,0.07301,0,0,0,1,2,1,41,0.0,36.38269,1,0
0,0,0,0.62809,13,351,0,0,0,0,13,125.33277,0.0,0,0
0,0,0,0.16098,0,0,0,1,8,1,96,0.0,18.82256,1,0
0,0,0,0.0557,0,0,0,1,3,1,30,0.0,36.9964,1,0
0,0,0,0.12356,0,0,0,1,7,13,72,0.0,30.61069,1,0
0,0,0,1.98711,0,0,0,1,5,5,55,0.0,13.58133,1,0
1,1,1,0.01127,0,1143,2,0,9,0,0,0.0,0.0,0,1
0,0,0,0.63429,13,323,0,0,0,0,13,159.31297,0.0,0,0
0,0,0,0.15006,0,0,0,1,8,1,90,0.0,8.86665,1,0
1,1,1,2.22415,11,1246,33,0,2,0,0,102.3431,0.0,0,2
0,0,0,0.18189,0,0,0,1,4,1,30,0.0,7.22988,1,0
0,0,0,0.08733,0,0,0,1,7,17,51,0.0,7.04221,1,0
0,0,0,1.24881,0,206,0,1,28,13,0,0.0,49.06738,1,0
0,0,0,0.15247,0,0,0,1,9,1,90,0.0,21.84179,1,0
0,0,0,0.09435,0,0,0,1,5,17,55,0.0,20.81794,1,0
0,0,0,0.0859,0,0,0,1,6,1,49,0.0,27.65506,1,0
0,0,0,0.17171,0,0,0,1,6,7,103,0.0,12.55123,1,0
0,0,0,0.1424,0,0,0,1,4,11,85,0.0,14.01355,1,0
0,0,0,0.05383,0,0,0,1,7,29,29,0.0,42.62775,1,0
0,0,0,0.7449,7,630,0,0,2,0,7,107.41881,0.0,0,0
0,0,0,0.03795,0,0,0,1,3,1,20,0.0,76.39905,1,0
0,0,0,0.24163,0,0,0,1,9,1,144,0.0,26.16357,1,0
0,0,0,0.08717,0,0,0,1,4,3,48,0.0,46.54972,1,0
0,0,0,0.06206,0,0,0,1,4,11,35,0.0,11.64827,1,0
1,0,1,0.00224,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.03898,0,0,0,1,3,1,20,0.0,29.45802,1,0
0,0,0,0.23784,0,0,0,1,8,4,144,0.0,9.01278,1,0
0,0,0,0.24441,13,78,0,0,0,0,13,181.31284,0.0,0,0
1,0,1,0.00646,0,0,0,0,25,0,0,0.0,0.0,0,1
0,0,0,0.05111,0,0,0,1,3,39,27,0.0,49.40212,1,0
0,0,0,0.12288,0,0,0,1,6,13,72,0.0,27.08477,1,0
1,53,1,0.00632,1,0,18,0,3,0,0,134.96926,0.0,0,4
0,0,0,0.2415,13,117,0,0,0,0,13,139.37881,0.0,0,0
1,1,1,2.24374,36,1116,18,0,3,0,0,169.48863,0.0,0,2
0,0,0,0.92874,0,0,0,1,5,5,90,0.0,32.13443,1,0
0,0,0,0.09964,0,0,0,1,6,2,55,0.0,49.16442,1,0
0,0,0,0.1231,0,0,0,1,5,2,72,0.0,23.44279,1,0
0,0,0,0.06667,19,0,0,1,3,28,37,112.69326,39.4324,1,0
0,0,0,0.6397,13,377,0,0,0,0,13,96.31049,0.0,0,0
1,0,1,0.00448,0,0,0,0,26,0,0,0.0,0.0,0,1
1,0,11,1.41838,13,0,0,0,28,0,0,102.66424,0.0,0,3
1,0,1,0.02062,0,0,0,0,26,0,0,0.0,0.0,0,2
0,0,0,0.05859,0,0,0,1,2,9,32,0.0,31.88239,1,0
1,0,16,2.38166,15,0,0,0,26,0,0,0.0,0.0,0,3
0,0,0,0.65038,13,377,0,0,0,0,13,124.73687,0.0,0,0
0,0,0,0.12772,0,0,0,1,6,1,76,0.0,9.94673,1,0
0,0,0,0.05441,0,0,0,1,3,22,32,0.0,46.66017,1,0
0,0,0,0.10725,0,0,0,1,5,3,62,0.0,26.61276,1,0
0,0,0,0.12921,0,0,0,1,6,1,76,0.0,23.82373,1,0
0,0,0,0.18554,0,0,0,1,7,4,111,0.0,16.18086,1,0
0,0,0,0.22907,13,117,0,0,0,0,13,121.69498,0.0,0,0
1,3,1,0.16224,0,0,3,0,4,0,0,0.0,0.0,0,4
0,0,0,0.12712,0,0,0,1,5,1,76,0.0,2.7186,1,0
1,16,1,1.32713,0,0,16,0,8,0,0,0.0,0.0,0,4
1,0,1,0.02247,1,0,0,0,26,0,0,0.0,0.0,0,2
0,0,0,0.06968,0,0,0,1,3,25,37,0.0,59.36072,1,0
0,0,0,0.12227,0,0,0,1,4,6,72,0.0,16.28329,1,0
0,0,0,1.18207,0,0,0,1,28,32,0,0.0,32.34144,0,0
0,0,0,0.07425,0,0,0,1,6,27,43,0.0,2.80935,1,0
0,0,0,0.66664,0,0,0,1,4,11,46,0.0,9.41584,1,0
0,0,0,0.05035,0,0,0,1,7,31,28,0.0,6.27715,1,0
0,0,0,0.12966,0,0,0,1,7,1,76,0.0,27.90478,1,0
0,0,0,0.8012,6,1083,0,0,4,1,6,155.41802,0.0,0,0
0,0,0,1.72543,0,0,0,1,9,1,80,0.0,9.40734,1,0
0,0,0,0.0753,0,0,0,1,4,21,43,0.0,25.62634,1,0
0,0,0,0.07966,0,0,0,1,23,10,45,0.0,28.07661,1,0
0,0,0,0.08486,0,0,0,1,2,3,49,0.0,3.22047,1,0
0,0,0,0.18434,0,0,0,1,6,1,111,0.0,11.13862,1,0
0,0,0,0.02955,0,0,0,1,1,88,14,0.0,61.206,1,0
0,0,0,0.2156,13,78,0,0,0,0,13,54.93262,0.0,0,0
1,0,1,0.01791,0,0,0,0,9,0,0,0.0,0.0,0,2
0,0,0,0.67816,13,364,0,0,0,0,13,158.09734,0.0,0,0
0,0,0,0.16068,0,0,0,1,6,6,96,0.0,10.98609,1,0
0,0,0,0.07591,0,0,0,1,5,1,42,0.0,41.41979,1,0
0,0,0,0.00586,0,0,0,1,3,6,0,0.0,22.33754,0,0
0,0,0,0.1299,0,0,0,1,6,9,76,0.0,26.83546,1,0
0,0,0,0.09546,0,0,0,1,7,19,55,0.0,31.73863,1,0
0,0,0,0.07485,0,0,0,1,7,13,43,0.0,8.43684,1,0
1,6,1,0.00222,0,5,15,0,6,0,0,163.86533,0.0,0,4
0,0,0,0.17292,0,0,0,1,7,6,103,0.0,37.64808,1,0
0,0,0,0.056,0,0,0,1,5,1,30,0.0,40.41911,1,0
0,0,0,0.09113,0,0,0,1,24,7,53,0.0,6.95936,1,0
0,0,0,0.12717,0,0,0,1,8,14,76,0.0,3.10156,1,0
0,0,0,0.08052,0,0,0,1,7,19,46,0.0,29.39879,1,0
0,0,0,1.94702,13,766,0,1,5,9,13,163.90981,10.26936,1,0
0,0,0,0.21174,0,0,0,1,5,1,57,0.0,32.35302,1,0
0,0,0,0.12235,0,0,0,1,5,3,72,0.0,20.63604,1,0
0,0,0,0.04138,0,0,0,1,3,1,25,0.0,19.17832,1,0
0,0,0,0.12912,0,0,0,1,6,10,76,0.0,23.86439,1,0
0,0,0,0.09807,0,0,0,1,9,13,57,0.0,21.05356,1,0
0,0,0,0.03153,0,0,0,1,2,24,15,0.0,51.70695,1,0
0,0,0,0.04037,0,0,0,1,5,59,20,0.0,51.33737,1,0
0,0,0,0.66196,13,375,0,0,0,0,13,144.41859,0.0,0,0
0,0,0,1.48685,0,0,0,1,27,37,0,0.0,38.68534,0,0
0,0,0,0.17204,0,0,0,1,8,1,103,0.0,14.46976,1,0
0,0,0,0.13557,0,0,0,1,6,1,80,0.0,16.70814,1,0
0,0,0,0.10913,0,0,0,1,3,1,62,0.0,40.1429,1,0
0,0,0,0.49368,13,271,0,0,0,0,13,83.52531,0.0,0,0
0,0,0,0.03868,0,0,0,1,1,50,20,0.0,44.76029,1,0
0,0,0,0.0073,0,0,0,1,27,6,0,0.0,49.86412,0,0
0,0,0,0.05523,0,0,0,1,8,5,0,0.0,10.04886,0,0
1,0,1,0.04337,0,0,0,0,26,0,0,0.0,0.0,0,2
0,0,0,0.11245,0,0,0,1,3,16,65,0.0,34.07282,1,0
0,0,0,0.20126,0,0,0,1,11,1,120,0.0,34.32547,1,0
0,0,0,0.21612,0,0,0,1,6,6,131,0.0,3.97197,1,0
0,0,0,0.14409,0,0,0,1,4,9,85,0.0,26.80132,1,0
0,0,0,0.47484,0,0,0,1,6,9,45,0.0,21.95923,1,0
0,0,0,0.03371,0,0,0,1,2,7,18,0.0,71.8046,1,0
0,0,0,0.16057,0,0,0,1,4,3,96,0.0,3.07235,1,0
0,0,0,0.079,0,0,0,1,3,2,43,0.0,48.36163,1,0
1,0,1,0.04336,0,0,0,0,25,0,0,0.0,0.0,0,2
0,0,0,0.82358,0,0,0,1,10,23,49,0.0,11.82019,1,0
0,0,0,0.05218,0,0,0,1,4,21,28,0.0,38.68534,1,0
0,0,0,1.62163,13,1035,0,0,5,10,13,137.16228,0.0,0,0
0,0,0,0.0704,0,0,0,1,3,1,40,0.0,23.88865,1,0
0,0,0,0.05423,0,0,0,1,2,1,29,0.0,35.81347,1,0
0,0,0,0.03782,0,0,0,1,3,1,19,0.0,34.46121,1,0
0,0,0,0.05993,0,0,0,1,4,1,34,0.0,47.71984,1,0
0,0,0,0.03203,0,0,0,1,2,10,16,0.0,15.01557,1,0
0,0,0,0.64082,13,377,0,0,0,0,13,100.60849,0.0,0,0
0,0,0,0.03494,0,0,0,1,2,16,18,0.0,4.93085,1,0
0,0,0,0.01196,2,957,0,0,8,12,2,163.97117,0.0,0,0
0,0,0,0.04394,0,0,0,1,3,11,23,0.0,35.79569,1,0
0,0,0,0.11091,0,0,0,1,9,16,65,0.0,23.63097,1,0
0,0,0,0.20499,0,0,0,1,5,2,120,0.0,35.39187,1,0
0,0,0,1.33637,0,0,0,1,5,20,45,0.0,18.16021,1,0
0,0,0,0.61581,13,362,0,0,0,0,13,90.54003,0.0,0,0
0,0,0,0.05491,0,0,0,1,5,1,31,0.0,12.51756,1,0
0,0,0,0.16201,0,0,0,1,5,4,96,0.0,19.9865,1,0
0,0,0,0.06698,0,0,0,1,6,18,38,0.0,21.3864,1,0
0,0,0,0.2023,13,26,0,0,0,0,13,102.66424,0.0,0,0
0,0,0,0.07663,0,0,0,1,7,1,42,0.0,46.62212,1,0
0,0,0,0.16013,0,0,0,1,12,1,96,0.0,10.79147,1,0
0,0,0,0.07814,0,0,0,1,6,13,45,0.0,14.99873,1,0
0,0,0,0.05863,0,0,0,1,3,2,32,0.0,30.25611,1,0
0,0,0,0.3423,0,0,0,1,8,1,206,0.0,24.99644,1,0
0,0,0,0.21246,0,0,0,1,11,1,128,0.0,12.10565,1,0
0,0,0,0.04747,0,0,0,1,2,2,24,0.0,55.4337,1,0
0,0,0,0.33799,0,0,0,1,9,1,206,0.0,4.45102,1,0
0,0,0,0.20068,13,26,0,0,0,0,13,102.66424,0.0,0,0
0,0,0,0.34018,0,0,0,1,13,1,206,0.0,18.53965,1,0
0,0,0,0.07046,0,0,0,1,5,5,37,0.0,51.58679,1,0
0,0,0,0.09446,36,0,0,1,9,17,55,142.9054,20.2815,1,0
0,0,0,0.12748,0,0,0,1,3,9,76,0.0,5.97493,1,0
1,1,19,3.49742,181,543,3,0,22,0,0,136.03878,0.0,0,3
0,0,0,0.05827,0,0,0,1,4,17,33,0.0,49.42539,1,0
1,0,1,0.5598,1,0,0,0,26,0,0,160.10852,0.0,0,2
0,0,0,0.25814,13,117,0,0,0,0,13,159.31297,0.0,0,0
0,0,0,0.64858,5,904,0,0,5,11,5,139.05389,0.0,0,0
1,10,1,0.02443,0,1,22,0,3,0,0,0.0,0.0,0,4
0,0,0,0.04491,0,0,0,1,2,1,24,0.0,10.83699,1,0
1,9,1,2.13108,103,927,9,0,4,0,0,91.93585,0.0,0,4
0,0,0,0.07434,0,0,0,1,4,1,43,0.0,4.40622,1,0
0,0,0,0.21651,13,91,0,0,0,0,13,136.03878,0.0,0,0
1,0,1,0.18613,3,0,0,0,25,0,0,138.37803,0.0,0,2
0,0,0,0.15199,9,92,0,0,0,0,9,137.17427,0.0,0,0
0,0,0,0.63567,13,375,0,0,0,0,13,82.5814,0.0,0,0
0,0,0,0.10256,0,0,0,1,6,1,60,0.0,16.0689,1,0
0,0,0,0.29777,1,0,0,1,4,3,30,0.15028,36.0221,1,4
0,0,0,0.18428,0,0,0,1,3,7,111,0.0,9.52435,1,0
0,0,0,0.12705,0,0,0,1,6,1,72,0.0,61.4185,1,0
0,0,0,0.26183,13,104,0,0,0,0,13,162.5505,0.0,0,0
1,0,1,0.0246,1,0,0,0,25,0,0,0.0,0.0,0,2
0,0,0,0.56227,8,464,0,0,0,0,8,155.41802,0.0,0,0
1,0,1,0.02545,0,0,0,0,24,0,0,0.0,0.0,0,2
0,0,0,0.0377,0,0,0,1,4,56,20,0.0,22.30307,1,0
0,0,0,0.33862,0,0,0,1,9,1,206,0.0,7.26786,1,0
0,0,0,0.13508,0,0,0,1,7,6,80,0.0,17.55716,1,0
0,0,0,0.06379,0,0,0,1,6,1,36,0.0,15.14254,1,0
0,0,0,0.07211,0,0,0,1,25,19,41,0.0,20.99136,1,0
0,0,0,0.00589,0,0,0,1,3,1,0,0.0,73.73789,0,0
0,0,0,0.26614,0,0,0,1,5,1,160,0.0,19.43005,1,0
1,0,1,0.23107,0,0,0,0,22,0,0,0.0,0.0,0,2
0,0,0,0.02777,0,0,0,1,1,4,13,0.0,33.50403,1,0
0,0,0,0.04685,0,0,0,1,3,1,25,0.0,41.40208,1,0
0,0,0,0.86906,0,0,0,1,28,60,0,0.0,121.23284,0,0
0,0,0,0.0559,0,0,0,1,4,1,33,0.0,40.4789,1,0
0,0,0,1.01042,0,0,0,1,4,1,33,0.0,24.08744,1,0
0,0,0,0.2194,13,91,0,0,0,0,13,93.93772,0.0,0,0
0,0,0,0.26554,0,0,0,1,8,1,160,0.0,17.20392,1,0
0,0,0,1.57093,0,0,0,1,4,11,90,0.0,9.41584,1,0
0,0,0,0.04495,0,0,0,1,2,36,24,0.0,35.76634,1,0
0,0,0,0.02459,0,0,0,1,2,1,14,0.0,35.91276,1,0
1,14,1,0.00718,0,0,14,0,6,0,0,0.0,0.0,0,4
0,0,0,0.13051,0,0,0,1,6,14,76,0.0,34.00849,1,0
0,0,0,0.0506,0,0,0,1,5,11,27,0.0,29.10847,1,0
0,0,0,0.24011,0,0,0,1,5,1,144,0.0,20.50759,1,0
0,0,0,1.35759,10,1005,0,0,3,5,10,90.21581,0.0,0,0
0,0,0,0.05297,0,0,0,1,3,39,29,0.0,37.01875,1,0
0,0,0,0.16104,0,0,0,1,7,9,96,0.0,19.75774,1,0
0,0,0,0.23883,0,0,0,1,6,1,144,0.0,11.10018,1,0
0,0,0,0.78102,0,0,0,1,2,1,42,0.0,24.24191,1,0
0,0,0,0.14346,0,0,0,1,5,7,85,0.0,20.03572,1,0
0,0,0,0.07343,0,0,0,1,2,16,40,0.0,49.2687,1,0
0,0,0,0.09411,0,0,0,1,5,1,55,0.0,7.04221,1,0
0,0,0,0.99699,0,0,0,1,4,1,90,0.0,12.91192,1,0
0,0,0,1.6791,13,1094,0,0,4,27,13,113.29828,0.0,0,0
0,0,0,0.056,0,0,0,1,5,4,31,0.0,15.49461,1,0
1,0,1,0.04346,1,0,0,0,24,0,0,163.22337,0.0,0,2
0,0,0,0.1762,0,0,0,1,4,5,103,0.0,34.34116,1,0
0,0,0,0.1078,0,0,0,1,8,14,62,0.0,33.24203,1,0
1,0,1,1.09634,13,0,0,0,6,0,0,91.93585,0.0,0,0
1,0,1,0.00422,0,2,0,0,24,0,0,0.0,0.0,0,1
0,0,0,0.12811,0,0,0,1,8,10,76,0.0,15.31036,1,0
0,0,0,0.14605,0,0,0,1,6,1,48,0.0,21.3118,1,0
0,0,0,0.14985,0,0,0,1,11,11,90,0.0,4.37219,1,0
1,0,1,0.00621,0,5,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.21849,0,0,0,1,7,1,131,0.0,20.51822,1,0
0,0,0,0.21718,0,0,0,1,9,1,131,0.0,14.59617,1,0
1,6,1,0.15113,0,0,6,0,3,0,0,0.0,0.0,0,4
0,0,0,0.08792,0,0,0,1,5,8,51,0.0,10.67763,1,0
1,0,1,0.00447,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.07772,0,0,0,1,5,1,42,0.0,52.13838,1,0
0,0,0,0.17843,0,0,0,1,11,5,103,0.0,38.20781,1,0
0,0,0,0.26328,0,0,0,1,6,4,160,0.0,4.20183,1,0
0,0,0,0.08029,0,0,0,1,5,1,46,0.0,21.81948,1,0
0,0,0,0.16131,0,0,0,1,9,8,96,0.0,19.42763,1,0
0,0,0,0.10325,0,0,0,1,4,18,60,0.0,26.07765,1,0
0,0,0,0.14424,0,0,0,1,8,3,80,0.0,56.37746,1,0
1,0,1,0.00224,0,5,0,0,25,0,0,0.0,0.0,0,1
0,0,0,0.09802,0,0,0,1,6,2,57,0.0,13.81591,1,0
0,0,0,0.24079,0,0,0,1,28,5,37,0.0,65.19492,1,0
0,0,0,0.04093,0,0,0,1,3,56,22,0.0,28.31714,1,0
0,0,0,0.11087,0,0,0,1,6,1,65,0.0,15.62786,1,0
0,0,0,0.04943,0,0,0,1,3,31,27,0.0,23.14165,1,0
0,0,0,0.07831,0,0,0,1,4,1,45,0.0,19.67994,1,0
0,0,0,0.11795,0,0,0,1,7,1,65,0.0,54.08602,1,0
0,0,0,0.30009,0,0,0,1,7,1,181,0.0,22.14153,1,0
0,0,0,1.00304,0,0,0,1,21,2,206,0.0,7.95311,1,0
0,0,0,0.04336,0,0,0,1,2,16,23,0.0,26.4411,1,0
0,0,0,0.05603,0,0,0,1,4,5,31,0.0,11.68097,1,0
0,0,0,0.29844,0,0,0,1,5,3,181,0.0,14.17321,1,0
0,0,0,0.12218,0,0,0,1,6,1,72,0.0,19.0414,1,0
0,0,0,1.01225,0,0,0,1,27,3,0,0.0,50.90028,0,0
1,1,1,0.00734,0,1204,28,0,6,0,0,0.0,0.0,0,1
0,0,0,0.05347,0,0,0,1,7,11,28,0.0,51.29929,1,0
1,0,1,0.01447,0,1,0,0,15,0,0,0.0,0.0,1,2
0,0,0,0.39551,0,0,0,1,17,1,241,0.0,14.50171,1,0
1,0,1,0.00749,0,3,0,0,9,0,0,0.0,0.0,0,1
0,0,0,0.6359,13,325,0,0,0,0,13,159.31297,0.0,0,0
0,0,0,0.07238,0,0,0,1,6,31,40,0.0,46.38246,1,0
1,1,1,1.56697,82,348,2,0,2,0,0,88.39737,0.0,0,2
1,0,1,0.02248,1,0,0,0,25,0,0,85.04317,0.0,0,2
0,0,0,0.06056,0,0,0,1,21,7,32,0.0,50.25928,1,0
0,0,0,0.64581,0,0,0,1,4,1,21,0.0,15.56204,1,0
0,0,0,0.05191,0,0,0,1,2,37,28,0.0,40.52745,1,0
0,0,0,0.03394,0,0,0,1,2,78,16,0.0,72.83336,1,0
0,0,0,0.05301,0,0,0,1,5,14,27,0.0,59.2201,1,0
1,0,1,0.00449,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.05851,0,0,0,1,6,25,33,0.0,14.38077,1,0
0,0,0,0.10016,0,0,0,1,2,12,57,0.0,37.79601,1,0
0,0,0,0.19892,48,0,0,1,10,7,90,116.33051,22.76216,1,0
0,0,0,2.32757,0,0,0,1,5,2,30,0.0,20.78287,1,0
0,0,0,0.10611,0,0,0,1,4,1,62,0.0,23.25138,1,0
1,21,1,1.62585,55,55,21,0,3,0,0,100.60849,0.0,0,4
1,1,1,2.29679,74,640,4,0,7,0,0,120.64434,0.0,0,2
0,0,0,0.09223,0,0,0,1,8,5,53,0.0,26.83546,1,0
0,0,0,0.08504,0,0,0,1,5,18,46,0.0,51.50225,1,0
0,0,0,0.03491,0,0,0,1,2,53,20,0.0,41.32593,1,0
0,0,0,0.21721,13,78,0,0,0,0,13,54.93262,0.0,0,0
0,0,0,0.09109,0,0,0,1,2,11,53,0.0,14.72554,1,0
0,0,0,0.3936,0,0,0,1,8,1,241,0.0,1.1225,1,0
0,0,0,0.05497,0,0,0,1,4,1,33,0.0,24.41474,1,0
0,0,0,0.18689,0,0,0,1,7,1,111,0.0,21.72582,1,0
0,0,0,0.07741,0,0,0,1,4,1,43,0.0,41.18452,1,0
